Rank,Player_ID,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Live_Touches,TakeOns_Att,TakeOns_Succ,TakeOns_Succ%,Tkld_TakeOns ,Tkld_TakeOns%,Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_into_finalthird,Carries_into_PA,Miscontrolled,Dispossessed,Passes_received,Prog_passes_received
137,137,José Arnaiz (Osasuna),ESP,"FW,MF",Osasuna,La Liga,28,1995,10.3,42,19,29,42,73,70,42,73,67,28,77,72,42,47,47,66,68,76,74,86,43,80
138,138,Hákon Arnar Haraldsson (Lille),ISL,"FW,MF",Lille,Ligue 1,20,2003,14.3,53,33,43,62,71,76,53,80,76,36,80,57,67,69,63,69,78,81,74,73,61,81
139,139,Marko Arnautović (Inter),AUT,FW,Inter,Serie A,34,1989,8.9,38,31,24,43,60,78,38,37,21,7,50,95,38,32,28,48,44,64,67,60,42,77
140,140,Maximilian Arnold (Wolfsburg),GER,MF,Wolfsburg,Bundesliga,29,1994,27.8,92,80,81,96,81,29,92,49,55,81,40,19,90,81,76,62,60,36,65,76,91,48
141,141,Mohamed El Arouch (Lyon),FRA,FW,Lyon,Ligue 1,19,2004,0,1,0,3,5,0,0,1,16,21,93,0,0,1,3,5,0,0,0,0,0,0,0
142,142,Sergio Arribas (Almería),ESP,"MF,FW",Almería,La Liga,21,2001,22.7,68,39,50,73,87,91,68,87,78,18,92,87,67,67,72,90,88,86,86,75,69,82
143,143,Kepa Arrizabalaga (Real Madrid),ESP,GK,Real Madrid,La Liga,28,1994,13.3,43,96,83,7,0,0,43,0,0,0,0,0,47,40,49,0,0,0,0,0,43,0
144,144,Arthur (Leverkusen),BRA,DF,Leverkusen,Bundesliga,20,2003,2,23,29,29,25,37,36,23,34,30,32,40,84,23,25,30,40,39,49,20,35,23,55
145,145,Takuma Asano (Bochum),JPN,"FW,MF",Bochum,Bundesliga,28,1994,22.1,51,43,40,48,84,94,51,80,78,41,82,60,53,64,62,90,78,95,90,92,53,94
146,146,Marco Asensio (Paris S-G),ESP,"MF,FW",Paris S-G,Ligue 1,27,1996,12.4,57,27,40,58,84,76,57,65,64,46,66,53,71,73,66,79,86,73,51,58,65,82
147,147,Kristjan Asllani (Inter),ALB,MF,Inter,Serie A,21,2002,8.7,60,46,62,72,55,24,60,34,37,77,33,39,66,60,56,32,42,0,34,35,69,35
148,148,Joel Asoro (Metz),SWE,"FW,MF",Metz,Ligue 1,24,1999,9.4,32,29,36,36,49,43,32,79,70,22,83,76,35,41,37,52,56,0,73,76,32,64
149,149,Jonathan Asp Jensen (Bayern Munich),DEN,FW,Bayern Munich,Bundesliga,17,2006,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,150,Iago Aspas (Celta Vigo),ESP,FW,Celta Vigo,La Liga,35,1987,30.1,87,36,47,83,99,98,86,87,92,80,71,19,90,88,87,96,96,95,92,94,91,97
151,151,Lorenz Assignon (Burnley),TOG,DF,Burnley,Premier League,23,2000,13.7,53,66,64,53,66,70,53,76,73,34,80,74,44,51,57,81,62,86,74,68,43,70
152,152,Lorenz Assignon (Rennes),TOG,DF,Rennes,Ligue 1,23,2000,11.2,55,53,57,58,71,59,55,67,64,42,73,80,62,64,65,72,67,76,51,45,54,74
153,153,Youcef Atal (Nice),ALG,DF,Nice,Ligue 1,27,1996,4,34,29,39,43,38,24,34,64,67,66,60,36,39,44,45,42,58,36,31,35,35,30
154,154,Valentin Atangana Edoa (Reims),FRA,MF,Reims,Ligue 1,17,2005,6.2,32,39,39,39,40,43,32,42,30,10,50,86,33,39,35,44,51,49,49,35,30,46
155,155,Arthur Atta (Metz),FRA,"MF,FW",Metz,Ligue 1,20,2003,10.3,46,58,54,56,53,52,46,73,70,36,78,77,52,56,53,56,60,49,60,75,46,50
156,156,Noah Atubolu (Freiburg),GER,GK,Freiburg,Bundesliga,21,2002,34,84,99,99,19,0,0,84,0,0,0,0,0,83,85,86,0,0,0,20,0,74,0
157,157,Pierre-Emerick Aubameyang (Marseille),GAB,FW,Marseille,Ligue 1,34,1989,29.1,66,56,44,64,92,99,66,78,82,67,75,43,77,79,71,93,84,97,87,83,71,98
158,158,Emil Audero (Inter),ITA,GK,Inter,Serie A,26,1997,3.7,28,89,63,0,0,0,28,0,0,0,0,0,32,28,33,0,0,0,0,0,29,0
159,159,Tommaso Augello (Cagliari),ITA,DF,Cagliari,Serie A,28,1994,26.9,87,82,85,81,87,39,87,73,76,64,71,43,76,78,81,92,84,36,66,55,77,84
160,160,Carlos Augusto (Inter),BRA,DF,Inter,Serie A,24,1999,19.2,79,81,81,77,80,83,79,64,70,73,54,20,79,75,76,83,82,86,66,70,82,80
161,161,Yann Aurel Bisseck (Inter),GER,DF,Inter,Serie A,22,2000,10,57,80,77,57,45,56,57,52,47,29,57,75,63,66,69,68,74,36,44,40,65,48
162,162,Serge Aurier (Nott'ham Forest),CIV,"DF,MF",Nott'ham Forest,Premier League,30,1992,9.3,48,62,58,54,54,47,48,54,37,9,68,94,42,37,39,44,60,36,42,55,47,55
163,163,Ezequiel Ávila (Osasuna),ARG,"FW,MF",Osasuna,La Liga,29,1994,9.6,43,24,30,44,73,68,43,60,47,13,66,78,40,37,35,52,62,68,49,21,44,76
164,164,Ezequiel Ávila (Betis),ARG,FW,Betis,La Liga,29,1994,3.3,22,21,14,26,42,41,22,31,30,54,23,16,24,25,23,37,32,36,31,35,26,57
165,165,Taiwo Awoniyi (Nott'ham Forest),NGA,FW,Nott'ham Forest,Premier League,25,1997,11.6,34,40,26,41,52,79,34,57,58,54,57,49,34,31,30,40,39,73,85,63,36,65
166,166,André Ayew (Le Havre),GHA,FW,Le Havre,Ligue 1,33,1989,12.3,39,37,32,44,60,82,39,72,78,73,66,32,42,44,38,52,49,68,72,81,41,73
167,167,Jordan Ayew (Crystal Palace),GHA,"FW,MF",Crystal Palace,Premier League,31,1991,28.3,81,51,60,79,96,94,81,99,98,32,98,49,84,90,81,95,94,92,99,100,85,95
168,168,Neil El Aynaoui (Lens),FRA,MF,Lens,Ligue 1,22,2001,17.4,62,63,58,75,64,77,62,82,76,29,78,43,73,72,62,69,70,36,74,75,65,65
169,169,Sardar Azmoun (Roma),IRN,"FW,MF",Roma,Serie A,28,1995,6.5,30,27,23,35,49,69,30,52,43,16,57,75,30,28,25,32,47,36,60,60,32,59
170,170,César Azpilicueta (Atlético Madrid),ESP,DF,Atlético Madrid,La Liga,33,1989,15.8,75,79,78,80,62,45,75,37,21,7,40,61,72,71,81,82,71,58,44,48,76,62
171,171,Paulo Azzi (Cagliari),BRA,"DF,MF",Cagliari,Serie A,29,1994,10.6,50,56,58,51,68,56,51,72,73,48,68,38,46,57,65,86,88,68,53,45,45,63
172,172,Oussama El Azzouzi (Bologna),MAR,MF,Bologna,Serie A,22,2001,6.1,42,46,48,55,38,36,42,27,0,0,40,95,44,42,41,30,29,0,31,45,46,35
173,173,Abdellah Baallal (Clermont Foot),MAR,MF,Clermont Foot,Ligue 1,18,2004,0,3,0,6,5,9,0,3,0,0,0,0,0,3,4,5,0,0,0,0,0,2,0
174,174,Iddrisu Baba (Almería),GHA,MF,Almería,La Liga,27,1996,15.9,60,66,69,75,38,27,60,62,75,89,40,11,59,56,50,17,29,0,62,52,58,30
175,175,Srđan Babić (Almería),SRB,DF,Almería,La Liga,27,1996,1,16,24,26,23,12,16,16,0,0,0,0,0,17,19,24,17,18,0,0,0,17,0
176,176,Shavy Babicka (Toulouse),GAB,"FW,MF",Toulouse,Ligue 1,23,2000,4.1,27,19,19,29,49,45,27,56,51,32,63,84,30,34,33,58,32,73,51,35,28,72
177,177,Aliou Badara Baldé (Nice),GUI,"FW,DF",Nice,Ligue 1,20,2002,0.8,15,10,10,18,31,29,15,46,37,15,54,84,15,21,22,32,36,36,20,0,13,35
178,178,Loïc Bade (Sevilla),FRA,DF,Sevilla,La Liga,23,2000,25.3,89,90,94,84,37,63,89,64,67,66,66,58,84,83,84,54,44,36,49,40,86,25
179,179,Milan Badelj (Genoa),CRO,MF,Genoa,Serie A,34,1989,28.2,90,78,81,95,73,54,90,77,80,64,73,39,87,77,73,60,64,36,79,80,89,60
180,180,Matthias Bader (Darmstadt 98),GER,"DF,MF",Darmstadt 98,Bundesliga,26,1997,20,74,66,78,73,74,65,74,87,82,27,89,61,69,70,72,81,81,73,83,70,68,73
181,181,Benoît Badiashile (Chelsea),FRA,DF,Chelsea,Premier League,22,2001,14.9,80,90,90,80,36,43,80,16,0,0,0,0,80,69,73,27,36,36,34,40,85,25
182,182,Alex Baena (Villarreal),ESP,"MF,FW",Villarreal,La Liga,22,2001,28.7,87,55,66,83,97,95,87,89,90,53,89,53,87,89,89,96,95,94,97,92,90,96
183,183,Jaime Báez (Frosinone),URU,"FW,MF",Frosinone,Serie A,28,1995,5.6,31,24,27,35,51,49,31,46,47,54,40,22,31,34,35,48,39,49,47,63,33,62
184,184,Nicola Bagnolini (Bologna),ITA,GK,Bologna,Serie A,19,2004,0.1,2,21,9,0,0,0,2,0,0,0,0,0,1,3,3,0,0,0,0,0,1,0
185,185,Leon Bailey (Aston Villa),JAM,"MF,FW",Aston Villa,Premier League,25,1997,23,70,46,56,58,95,97,70,98,99,52,98,44,78,88,86,98,91,98,91,96,76,98
186,186,Eric Bailly (Villarreal),CIV,DF,Villarreal,La Liga,29,1994,9.3,42,77,71,43,19,24,42,42,55,93,0,0,41,46,49,27,24,0,28,35,42,15
187,187,Stefan Bajcetic (Liverpool),ESP,MF,Liverpool,Premier League,18,2004,0.3,7,0,9,13,0,0,7,0,0,0,0,0,8,8,9,0,0,0,0,0,7,0
188,188,Nedim Bajrami (Sassuolo),ALB,"MF,FW",Sassuolo,Serie A,24,1999,14.6,49,33,39,47,80,79,49,75,80,70,73,44,47,62,65,88,76,85,74,63,47,74
189,189,Cédric Bakambu (Betis),COD,FW,Betis,La Liga,32,1991,2.2,16,0,7,23,28,43,16,27,21,18,33,89,15,16,18,32,24,58,47,40,18,40
190,190,Tiemoué Bakayoko (Lorient),FRA,MF,Lorient,Ligue 1,28,1994,14.6,59,62,64,73,47,50,59,56,47,18,66,89,69,72,62,52,70,36,69,73,61,44
191,191,Mitchel Bakker (Atalanta),NED,DF,Atalanta,Serie A,23,2000,4.2,32,27,39,36,44,41,32,51,55,75,45,25,31,32,36,48,44,49,44,35,30,48
192,192,Ridle Baku (Wolfsburg),GER,"DF,MF",Wolfsburg,Bundesliga,25,1998,22.4,81,68,74,78,90,84,81,83,80,39,82,52,79,72,69,80,81,81,90,81,79,89
193,193,Dilane Bakwa (Strasbourg),FRA,"FW,MF",Strasbourg,Ligue 1,20,2002,24.2,75,47,52,72,95,90,75,98,98,41,99,71,82,93,91,97,98,94,90,95,76,97
194,194,Tommaso Baldanzi (Empoli),ITA,"MF,FW",Empoli,Serie A,20,2003,8.3,37,15,25,41,62,66,37,70,55,12,78,86,40,43,43,62,62,73,63,68,40,62
195,195,Tommaso Baldanzi (Roma),ITA,"FW,MF",Roma,Serie A,20,2003,5.8,32,10,24,37,52,56,32,65,58,25,66,53,34,38,38,60,62,68,31,52,36,69
196,196,Alejandro Balde (Barcelona),ESP,DF,Barcelona,La Liga,19,2003,15.3,67,59,64,65,86,77,67,89,84,28,85,36,68,76,82,94,86,92,80,75,70,91
197,197,George Baldock (Sheffield Utd),GRE,DF,Sheffield Utd,Premier League,30,1993,10.8,44,74,63,45,52,39,44,49,51,69,45,33,41,36,37,42,29,64,42,58,40,52
198,198,Carlos Baleba (Brighton),CMR,MF,Brighton,Premier League,19,2004,14.7,67,73,69,78,56,29,67,65,67,54,54,19,68,65,66,61,67,36,58,75,70,37
199,199,Carlos Baleba (Lille),CMR,MF,Lille,Ligue 1,19,2004,0.7,15,10,13,24,21,0,15,0,0,0,0,0,17,16,14,17,18,0,0,28,16,15
200,200,Leonardo Balerdi (Marseille),ARG,DF,Marseille,Ligue 1,24,1999,25.2,94,90,93,95,43,54,94,60,62,54,54,25,97,97,97,61,73,0,60,60,93,32
201,201,Iván Balliu (Rayo Vallecano),ALB,DF,Rayo Vallecano,La Liga,31,1992,31.9,91,79,83,88,90,72,91,63,55,23,66,61,77,74,75,87,80,68,76,63,82,84
202,202,Fodé Ballo-Touré (Fulham),SEN,"DF,MF",Fulham,Premier League,26,1997,0.8,19,21,29,24,23,16,19,37,37,54,33,25,18,19,22,32,24,36,0,0,18,27
203,203,Folarin Balogun (Monaco),USA,FW,Monaco,Ligue 1,22,2001,18.8,50,24,26,51,83,98,50,83,67,12,91,91,63,65,48,79,65,96,99,97,59,97
204,204,Jonathan Bamba (Celta Vigo),CIV,"MF,FW",Celta Vigo,La Liga,27,1996,22,70,37,50,70,91,93,70,97,96,31,98,61,80,87,91,98,92,96,90,86,79,95
205,205,Mohamed Bamba (Lorient),CIV,FW,Lorient,Ligue 1,21,2001,12.6,40,33,27,45,63,91,40,73,67,28,80,83,44,47,47,69,71,87,79,87,42,74
206,206,Samuel Bamba (Dortmund),GER,FW,Dortmund,Bundesliga,19,2004,0.5,11,10,9,10,25,36,11,16,21,93,0,0,10,13,17,32,29,36,31,0,12,34
207,207,Lameck Banda (Lecce),ZAM,FW,Lecce,Serie A,22,2001,15,49,15,41,49,79,86,49,97,96,38,98,71,56,74,74,94,84,97,94,90,51,90
208,208,Daniel Bandeira (Hellas Verona),POR,MF,Hellas Verona,Serie A,23,2000,5,33,37,32,42,41,21,33,31,37,89,0,0,29,30,34,42,32,36,28,48,31,35
209,209,Mamady Bangré (Toulouse),BFA,"FW,MF",Toulouse,Ligue 1,22,2001,1.1,20,15,18,22,36,47,20,34,21,8,45,94,23,26,30,44,36,49,28,40,21,40
210,210,Mattia Bani (Genoa),ITA,DF,Genoa,Serie A,29,1993,25.6,83,93,94,74,31,53,83,31,21,10,33,61,79,72,69,32,24,0,44,28,80,27
211,211,Léo Baptistão (Almería),BRA,FW,Almería,La Liga,30,1992,20.4,59,50,51,67,74,88,59,72,70,39,75,61,55,55,58,70,70,79,85,76,62,80
212,212,Shandon Baptiste (Brentford),GRN,MF,Brentford,Premier League,25,1998,2.5,23,29,30,28,30,32,23,49,51,69,50,53,21,20,22,27,18,0,39,0,21,15
213,213,Antonín Barák (Fiorentina),CZE,"MF,FW",Fiorentina,Serie A,28,1994,9,43,27,30,48,68,77,43,52,43,16,60,86,47,47,43,58,73,36,56,75,49,72
214,214,Valentín Barco (Brighton),ARG,"DF,FW",Brighton,Premier League,19,2004,3.4,33,29,40,34,48,29,33,49,47,46,45,33,35,30,32,40,32,0,31,40,34,48
215,215,Bradley Barcola (Lyon),FRA,FW,Lyon,Ligue 1,20,2002,3,23,10,15,27,40,56,23,60,58,43,66,78,26,29,29,46,39,79,36,28,25,57
216,216,Bradley Barcola (Paris S-G),FRA,"FW,MF",Paris S-G,Ligue 1,20,2002,15.2,59,43,46,51,90,95,59,96,97,53,96,54,73,83,87,97,93,99,89,63,67,98
217,217,Melvin Bard (Nice),FRA,DF,Nice,Ligue 1,22,2000,29.5,96,79,90,95,89,60,96,94,95,63,92,46,97,98,97,91,99,76,87,70,93,84
218,218,Nicolò Barella (Inter),ITA,MF,Inter,Serie A,26,1997,31.6,98,64,81,98,98,85,98,91,92,53,89,42,98,96,94,93,98,81,85,90,99,92
219,219,Kike Barja (Osasuna),ESP,"FW,MF",Osasuna,La Liga,26,1997,3.4,25,24,18,27,48,49,25,65,67,54,60,33,27,30,32,58,44,68,60,52,28,63
220,220,Ross Barkley (Luton Town),ENG,MF,Luton Town,Premier League,29,1993,29.1,91,76,78,95,89,77,91,97,99,81,94,25,90,94,90,86,92,64,74,99,90,62
221,221,Aymen Barkok (Mainz 05),MAR,"MF,FW",Mainz 05,Bundesliga,25,1998,3.6,30,15,21,36,49,56,30,42,30,10,45,61,29,29,31,52,32,68,49,45,33,58
222,222,Harvey Barnes (Newcastle Utd),ENG,"FW,MF",Newcastle Utd,Premier League,25,1997,8.9,38,24,33,36,65,86,38,69,55,13,75,79,43,49,57,85,70,94,49,75,42,78
223,223,Leandro Barreiro Martins (Mainz 05),LUX,MF,Mainz 05,Bundesliga,23,2000,29,80,76,76,85,74,88,80,77,76,46,77,53,62,54,53,65,68,73,87,70,71,65
224,224,Enzo Barrenechea (Frosinone),ARG,MF,Frosinone,Serie A,22,2001,31.2,97,83,88,99,66,47,97,60,58,43,60,50,90,79,69,44,54,0,65,75,95,52
225,225,Ander Barrenetxea (Real Sociedad),ESP,"FW,MF",Real Sociedad,La Liga,21,2001,15.9,59,31,43,57,88,88,59,95,95,53,92,37,65,73,68,90,85,93,93,97,65,94
226,226,Pablo Barrios (Atlético Madrid),ESP,MF,Atlético Madrid,La Liga,20,2003,17.3,71,62,67,81,71,50,71,87,94,89,63,12,74,75,72,80,88,58,86,85,77,70
227,227,Davide Bartesaghi (Milan),ITA,"DF,MF",Milan,Serie A,17,2005,0.9,14,31,24,17,18,0,14,16,0,0,23,95,12,14,12,17,29,0,13,28,13,27
228,228,Marc Bartra (Betis),ESP,DF,Betis,La Liga,32,1991,2.5,24,49,44,26,18,27,24,23,30,93,0,0,25,23,25,23,29,0,13,28,24,0
229,229,Federico Baschirotto (Lecce),ITA,DF,Lecce,Serie A,26,1996,36.6,96,95,97,91,36,63,96,0,0,0,0,0,93,93,94,72,47,0,49,40,93,25
230,230,Steven Baseya (Strasbourg),FRA,DF,Strasbourg,Ligue 1,18,2005,0.1,8,19,14,11,0,0,8,0,0,0,0,0,8,7,5,0,0,0,0,0,6,0
231,231,Chris Basham (Sheffield Utd),ENG,"DF,MF",Sheffield Utd,Premier League,35,1988,3.6,27,53,43,30,29,29,27,31,37,89,23,16,22,20,22,17,32,0,20,28,23,32
232,232,Toma Bašić (Salernitana),CRO,MF,Salernitana,Serie A,26,1996,12.9,54,64,59,65,53,32,54,56,64,83,50,25,52,50,47,46,60,0,69,35,54,45
233,233,Calvin Bassey (Fulham),NGA,DF,Fulham,Premier League,23,1999,25.6,93,95,96,89,31,39,93,54,67,91,33,10,94,93,92,54,51,49,49,55,94,27
234,234,Alessandro Bastoni (Inter),ITA,DF,Inter,Serie A,24,1999,25.2,96,92,92,94,86,74,96,62,64,66,60,45,97,96,98,92,97,73,49,60,97,77
235,235,Simone Bastoni (Empoli),ITA,"MF,DF",Empoli,Serie A,26,1996,8.3,43,55,51,47,55,45,43,44,43,43,50,78,38,36,37,48,51,0,49,58,39,53
236,236,Augusto Batalla (Granada),ARG,GK,Granada,La Liga,27,1996,17,56,97,91,16,12,21,56,27,37,93,0,0,55,56,64,0,0,0,13,0,43,15
237,237,Daniel Batz (Mainz 05),GER,GK,Mainz 05,Bundesliga,32,1991,4,26,85,57,8,0,0,26,0,0,0,0,0,24,24,27,0,0,0,0,0,24,0
238,238,Maximilian Bauer (Augsburg),GER,DF,Augsburg,Bundesliga,23,2000,9,49,70,74,50,32,29,49,27,30,83,23,25,50,47,52,23,32,0,34,0,49,15
239,239,Elias Baum (Eint Frankfurt),GER,"DF,MF",Eint Frankfurt,Bundesliga,17,2005,0.3,10,15,12,17,9,0,10,23,0,0,33,95,9,8,8,0,0,0,20,21,10,21
240,240,Oliver Baumann (Hoffenheim),GER,GK,Hoffenheim,Bundesliga,33,1990,34,86,100,99,22,0,0,86,0,0,0,0,0,83,77,80,0,0,0,0,0,75,0
241,241,Christoph Baumgartner (RB Leipzig),AUT,"MF,FW",RB Leipzig,Bundesliga,23,1999,12.9,53,43,45,57,75,88,53,80,82,52,77,42,54,55,62,79,81,87,85,89,58,80
242,242,Bebé (Rayo Vallecano),CPV,"MF,FW",Rayo Vallecano,La Liga,33,1990,2.4,24,15,13,27,46,34,24,65,70,69,63,42,24,33,33,58,49,68,44,35,24,52
243,243,Ihlas Bebou (Hoffenheim),TOG,"FW,DF",Hoffenheim,Bundesliga,29,1994,18.2,57,45,47,54,86,91,57,92,90,36,93,71,57,56,56,83,86,93,96,87,60,92
244,244,Mohamed Bechikh (Strasbourg),FRA,"FW,MF",Strasbourg,Ligue 1,18,2005,0.2,5,0,0,14,9,0,5,23,0,0,33,95,5,7,9,0,0,0,13,0,6,25
245,245,Adrian Beck (Heidenheim),GER,"MF,FW",Heidenheim,Bundesliga,26,1997,10.8,47,37,46,57,61,71,47,78,85,80,73,37,47,49,45,58,54,0,72,78,46,64
246,246,Owen Beck (Liverpool),WAL,DF,Liverpool,Premier League,20,2002,0.1,4,0,7,8,12,0,4,16,0,0,23,95,4,8,3,0,0,0,13,0,4,15
247,247,Sheraldo Becker (Real Sociedad),SUR,"FW,MF",Real Sociedad,La Liga,28,1995,8.6,35,0,17,32,66,79,35,42,43,54,40,35,35,40,42,72,47,79,56,45,38,80
248,248,Sheraldo Becker (Union Berlin),SUR,"FW,MF",Union Berlin,Bundesliga,28,1995,7.2,37,27,28,36,67,63,37,54,51,39,60,80,37,44,46,76,64,76,53,40,38,76
249,249,Chris Bedia (Union Berlin),CIV,"FW,MF",Union Berlin,Bundesliga,27,1996,1.6,12,15,6,17,26,36,12,23,30,93,0,0,12,10,10,17,18,36,34,21,13,32
250,250,Donny van de Beek (Manchester Utd),NED,DF,Manchester Utd,Premier League,26,1997,0,2,0,0,5,12,21,2,0,0,0,0,0,1,1,0,0,0,0,13,0,1,15
251,251,Donny van de Beek (Eint Frankfurt),NED,"MF,FW",Eint Frankfurt,Bundesliga,26,1997,4,26,15,26,33,36,45,26,37,37,54,40,61,25,24,18,23,24,0,34,35,26,40
252,252,Yanis Begraoui (Toulouse),MAR,"FW,MF",Toulouse,Ligue 1,22,2001,3.3,24,24,21,30,40,50,24,44,55,90,33,15,28,29,28,42,39,49,49,48,26,56
253,253,Kevin Behrens (Wolfsburg),GER,FW,Wolfsburg,Bundesliga,32,1991,6.8,30,24,17,34,55,70,30,42,37,27,50,86,27,23,21,37,29,58,56,60,33,63
254,254,Kevin Behrens (Union Berlin),GER,FW,Union Berlin,Bundesliga,32,1991,14,44,48,31,48,71,89,44,40,43,73,40,46,41,36,31,46,56,64,85,66,49,82
255,255,Maximilian Beier (Hoffenheim),GER,"FW,MF",Hoffenheim,Bundesliga,20,2002,26.9,62,40,37,58,92,98,62,96,94,28,97,72,66,66,64,91,82,97,98,92,68,98
256,256,Jérémie Bela (Clermont Foot),ANG,"MF,FW",Clermont Foot,Ligue 1,30,1993,2.3,22,19,12,28,38,24,22,40,43,73,40,46,25,29,31,52,47,0,28,35,25,58
257,257,Reda Belahyane (Hellas Verona),FRA,MF,Hellas Verona,Serie A,19,2004,1,12,15,15,18,16,0,12,0,0,0,0,0,12,11,9,17,18,0,13,21,12,21
258,258,Reda Belahyane (Nice),FRA,MF,Nice,Ligue 1,19,2004,0.3,9,10,3,15,16,0,9,16,21,93,0,0,9,11,14,17,0,0,0,0,8,0
259,259,Amari'i Bell (Luton Town),JAM,DF,Luton Town,Premier League,29,1994,19.1,71,82,83,72,52,29,71,71,64,26,77,78,69,75,79,76,76,36,62,45,67,38
260,260,Stefan Bell (Mainz 05),GER,DF,Mainz 05,Bundesliga,31,1991,7.4,41,68,67,44,24,36,41,23,30,93,0,0,39,33,31,0,18,0,20,21,41,21
261,261,Alaa Bellaarouch (Strasbourg),MAR,GK,Strasbourg,Ligue 1,21,2002,15,46,96,86,7,0,0,46,0,0,0,0,0,56,58,62,0,18,36,0,0,43,0
262,262,Raoul Bellanova (Torino),ITA,DF,Torino,Serie A,23,2000,33.8,93,71,79,89,97,86,93,97,96,43,94,32,92,97,97,99,95,91,89,85,92,97
263,263,Jean-Ricner Bellegarde (Wolves),FRA,"MF,FW",Wolves,Premier League,25,1998,10.6,43,52,44,46,65,70,43,82,80,42,80,49,43,51,51,74,79,68,72,80,43,67
264,264,Jean-Ricner Bellegarde (Strasbourg),FRA,"MF,FW",Strasbourg,Ligue 1,25,1998,3,23,15,25,29,34,29,23,56,58,67,50,25,26,31,28,42,42,36,34,68,23,38
265,265,Héctor Bellerín (Betis),ESP,DF,Betis,La Liga,28,1995,19,75,69,77,76,76,63,75,87,80,24,92,86,68,69,73,76,76,76,73,76,71,78
266,266,Jude Bellingham (Real Madrid),ENG,MF,Real Madrid,La Liga,20,2003,25.7,93,48,63,94,98,98,93,97,98,64,94,33,95,95,94,96,98,95,92,96,97,95
267,267,Jeanuël Belocian (Rennes),FRA,DF,Rennes,Ligue 1,18,2005,16.1,68,83,79,73,54,29,68,42,47,80,33,16,79,83,83,56,74,0,39,40,72,60
268,268,Andrea Belotti (Fiorentina),ITA,FW,Fiorentina,Serie A,29,1993,10.5,35,27,18,39,59,81,35,37,21,7,40,61,33,31,26,44,32,64,69,68,37,71
269,269,Andrea Belotti (Roma),ITA,FW,Roma,Serie A,29,1993,7.5,30,19,19,36,50,73,30,56,55,49,54,39,33,33,32,54,47,73,66,66,34,67
270,270,Fran Beltrán (Celta Vigo),ESP,MF,Celta Vigo,La Liga,24,1999,27,88,67,75,94,78,45,88,68,70,54,71,61,88,82,79,72,83,49,76,81,88,56
271,271,Lucas Beltrán (Fiorentina),ARG,"FW,MF",Fiorentina,Serie A,22,2001,18.8,53,43,33,54,82,93,53,75,70,30,80,77,53,45,40,48,49,73,94,91,58,86
272,272,Eliesse Ben Seghir (Monaco),MAR,"MF,FW",Monaco,Ligue 1,18,2005,4.8,34,19,24,38,57,63,34,70,51,10,80,89,41,46,44,70,67,73,39,55,38,70
273,273,Anis Ben Slimane (Sheffield Utd),TUN,MF,Sheffield Utd,Premier League,22,2001,4.7,29,41,32,35,40,45,29,58,30,7,73,94,27,24,22,27,44,58,39,66,27,49
274,274,Wissam Ben Yedder (Monaco),FRA,FW,Monaco,Ligue 1,32,1990,25.7,66,0,28,67,93,99,66,86,80,26,90,83,80,78,65,88,81,94,90,95,75,98
275,275,Carlos Benavídez (Alavés),URU,MF,Alavés,La Liga,25,1998,12.6,51,59,59,62,51,43,51,31,30,54,33,61,39,38,39,42,49,36,47,45,42,30
276,276,Ismaël Bennacer (Milan),ALG,MF,Milan,Serie A,25,1997,12.8,65,47,57,77,71,50,65,74,80,73,66,25,67,66,61,68,70,58,60,78,72,58
277,277,Saïd Benrahma (West Ham),ALG,"FW,MF",West Ham,Premier League,27,1995,6.9,37,36,38,38,60,74,37,81,75,26,86,78,41,47,48,72,64,89,53,55,39,74
278,278,Saïd Benrahma (Lyon),ALG,"FW,MF",Lyon,Ligue 1,27,1995,8.6,42,24,32,39,74,75,42,79,82,64,78,54,50,58,60,85,60,89,69,86,45,86
279,279,Ramy Bensebaini (Dortmund),ALG,DF,Dortmund,Bundesliga,28,1995,11.5,68,71,72,75,66,56,68,58,78,93,0,0,68,60,60,58,71,36,63,35,70,72
280,280,Nabil Bentaleb (Lille),ALG,MF,Lille,Ligue 1,28,1994,21.9,89,79,80,96,58,32,89,62,75,89,45,14,96,91,80,46,79,36,74,78,92,46
281,281,Rodrigo Bentancur (Tottenham),URU,MF,Tottenham,Premier League,26,1997,11.2,65,60,59,74,73,69,65,64,67,66,60,36,68,64,59,56,71,49,58,80,74,57
282,282,Daniel Bentley (Wolves),ENG,GK,Wolves,Premier League,30,1993,4.3,24,85,56,5,0,0,24,0,0,0,0,0,21,20,23,0,0,0,0,0,22,0
283,283,Lucas Beraldo (Paris S-G),BRA,DF,Paris S-G,Ligue 1,19,2003,11.2,70,78,80,79,38,29,70,31,37,89,23,16,83,81,82,37,71,0,20,28,77,21
284,284,Domenico Berardi (Sassuolo),ITA,FW,Sassuolo,Serie A,28,1994,15.9,61,33,38,61,89,87,60,72,67,31,75,61,63,63,61,81,77,88,79,86,67,88
