Rank,Player_ID,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Live_Touches,TakeOns_Att,TakeOns_Succ,TakeOns_Succ%,Tkld_TakeOns ,Tkld_TakeOns%,Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_into_finalthird,Carries_into_PA,Miscontrolled,Dispossessed,Passes_received,Prog_passes_received
2515,2515,Denis Suárez (Villarreal),ESP,"MF,FW",Villarreal,La Liga,29,1994,1.5,21,29,22,28,31,29,21,46,47,54,40,22,20,24,28,30,18,36,24,28,22,34
2516,2516,Gabriel Suazo (Toulouse),CHI,DF,Toulouse,Ligue 1,25,1997,26.2,90,71,79,88,94,83,90,92,94,73,89,38,93,91,87,84,93,81,81,75,88,94
2517,2517,Isaac Success (Udinese),NGA,"FW,MF",Udinese,Serie A,27,1996,9.8,36,40,25,42,58,68,36,83,84,54,75,31,40,41,35,54,54,68,83,88,42,68
2518,2518,Niklas Süle (Dortmund),GER,DF,Dortmund,Bundesliga,27,1995,16.8,89,90,92,90,40,43,89,31,37,89,23,16,91,87,88,61,56,0,24,48,93,37
2519,2519,Ibrahim Sulemana (Cagliari),GHA,MF,Cagliari,Serie A,20,2003,14.9,50,57,59,60,51,34,50,60,62,54,60,50,46,48,45,54,47,36,62,75,45,43
2520,2520,Tomáš Suslov (Hellas Verona),SVK,"MF,FW",Hellas Verona,Serie A,21,2002,23.2,61,34,47,67,84,75,61,94,95,64,91,36,63,74,69,85,90,87,94,93,60,76
2521,2521,Suso (Sevilla),ESP,"MF,FW",Sevilla,La Liga,29,1993,16.9,71,33,53,68,93,69,71,87,91,72,78,25,75,75,72,83,88,76,84,83,77,85
2522,2522,Mattias Svanberg (Wolfsburg),SWE,MF,Wolfsburg,Bundesliga,24,1999,19.1,70,58,63,78,76,69,70,74,76,54,73,48,63,59,62,72,68,76,83,63,69,68
2523,2523,Mile Svilar (Roma),SRB,GK,Roma,Serie A,23,1999,15,52,97,89,3,0,0,52,16,21,93,0,0,56,52,59,0,0,0,0,0,48,0
2524,2524,Williot Swedberg (Celta Vigo),SWE,"FW,MF",Celta Vigo,La Liga,19,2004,4.9,26,10,23,29,46,62,26,54,55,54,50,32,27,27,28,37,39,64,44,60,27,53
2525,2525,Karol Świderski (Hellas Verona),POL,"FW,MF",Hellas Verona,Serie A,26,1997,5.6,28,27,24,33,46,60,28,49,37,13,57,87,27,22,20,27,29,49,53,55,27,48
2526,2526,Abakar Sylla (Strasbourg),CIV,DF,Strasbourg,Ligue 1,20,2002,19.9,85,91,91,86,37,54,85,52,62,87,45,23,91,92,93,40,51,0,53,52,85,21
2527,2527,Dembo Sylla (Lorient),GUI,DF,Lorient,Ligue 1,20,2002,0.5,10,15,11,13,21,16,10,0,0,0,0,0,12,10,6,0,18,0,13,21,11,32
2528,2528,Issiaga Sylla (Montpellier),GUI,"DF,FW",Montpellier,Ligue 1,29,1994,16.2,63,78,72,67,67,70,63,62,64,66,63,57,65,68,69,73,70,49,78,70,56,68
2529,2529,Mamadou Sylla (Alavés),SEN,"FW,MF",Alavés,La Liga,29,1994,0.2,7,10,7,11,15,0,7,16,0,0,23,95,6,5,6,0,0,0,13,21,7,15
2530,2530,Attila Szalai (Hoffenheim),HUN,DF,Hoffenheim,Bundesliga,25,1998,3.2,28,37,43,34,24,0,28,16,0,0,23,95,29,23,25,23,24,0,13,0,29,25
2531,2531,Attila Szalai (Freiburg),HUN,DF,Freiburg,Bundesliga,25,1998,1.1,19,51,34,23,14,16,19,0,0,0,0,0,19,17,20,17,18,36,0,28,19,0
2532,2532,Wojciech Szczęsny (Juventus),POL,GK,Juventus,Serie A,33,1990,35,71,98,96,13,0,0,71,16,21,93,0,0,74,82,91,0,0,0,13,0,62,0
2533,2533,Dominik Szoboszlai (Liverpool),HUN,MF,Liverpool,Premier League,22,2000,23.4,92,60,67,91,98,89,92,90,88,39,90,59,91,90,90,95,97,93,74,88,93,93
2534,2534,Przemysław Szymiński (Frosinone),POL,MF,Frosinone,Serie A,29,1994,0.1,2,10,7,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
2535,2535,Alexander Sørloth (Villarreal),NOR,FW,Villarreal,La Liga,27,1995,27.7,59,58,37,59,88,98,59,94,93,36,95,78,60,70,58,86,85,96,100,99,69,93
2536,2536,Musa Al-Taamari (Montpellier),JOR,FW,Montpellier,Ligue 1,26,1997,21.4,61,31,46,59,89,93,61,98,97,29,99,74,73,88,83,96,95,98,99,92,67,94
2537,2537,Nicolás Tagliafico (Lyon),ARG,DF,Lyon,Ligue 1,30,1992,23.6,82,76,77,84,82,74,82,57,47,17,66,86,89,85,79,76,78,64,51,66,83,88
2538,2538,Jonathan Tah (Leverkusen),GER,DF,Leverkusen,Bundesliga,27,1996,29.2,98,92,93,99,56,73,98,44,47,71,45,50,98,98,98,58,77,36,47,45,98,27
2539,2539,Montassar Talbi (Lorient),TUN,DF,Lorient,Ligue 1,25,1998,24.5,84,92,92,83,36,45,84,56,64,83,50,25,91,95,96,54,54,0,69,40,84,34
2540,2540,Yassin Tallal (Getafe),ESP,FW,Getafe,La Liga,18,2005,0,2,0,0,3,12,0,2,0,0,0,0,0,1,4,6,17,0,0,0,0,2,15
2541,2541,Adrien Tameze (Torino),CMR,"DF,MF",Torino,Serie A,29,1994,23.8,85,80,86,88,64,59,85,62,70,81,50,19,85,79,75,65,76,49,65,76,85,62
2542,2542,Renato Tapia (Celta Vigo),PER,"MF,DF",Celta Vigo,La Liga,28,1995,14.9,66,75,74,73,56,47,66,82,91,87,63,15,61,58,56,42,56,0,65,60,61,43
2543,2543,Edmond Tapsoba (Leverkusen),BFA,DF,Leverkusen,Bundesliga,24,1999,23.2,96,88,91,98,62,62,96,58,73,90,40,12,98,99,99,87,91,36,51,52,97,40
2544,2544,Matt Targett (Newcastle Utd),ENG,DF,Newcastle Utd,Premier League,27,1995,0.9,14,10,23,20,16,0,14,23,0,0,23,61,15,14,16,17,18,0,0,0,14,0
2545,2545,Oussama Targhalline (Le Havre),MAR,MF,Le Havre,Ligue 1,21,2002,11.4,60,56,62,73,55,24,60,57,55,42,57,49,72,78,75,71,82,0,36,45,66,44
2546,2546,James Tarkowski (Everton),ENG,DF,Everton,Premier League,30,1992,38,95,96,96,90,62,92,95,63,78,91,45,12,87,87,92,54,54,0,58,75,89,48
2547,2547,César Tárrega (Valencia),ESP,DF,Valencia,La Liga,21,2002,0.1,4,15,11,3,0,0,4,0,0,0,0,0,3,2,0,0,0,0,0,0,3,0
2548,2548,Jimi Tauriainen (Chelsea),ENG,FW,Chelsea,Premier League,19,2004,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2549,2549,Nuno Tavares (Nott'ham Forest),POR,DF,Nott'ham Forest,Premier League,23,2000,5.1,37,47,50,37,50,32,37,44,51,83,40,25,33,35,41,52,54,49,44,40,34,40
2550,2550,Marcus Tavernier (Bournemouth),ENG,FW,Bournemouth,Premier League,24,1999,23.5,77,59,60,66,97,94,77,97,97,36,98,72,76,87,85,95,99,95,92,96,77,95
2551,2551,Elayis Tavsan (Hellas Verona),NED,"MF,FW",Hellas Verona,Serie A,22,2001,0.6,7,0,7,7,18,16,7,16,21,93,0,0,8,11,12,23,18,36,0,0,8,15
2552,2552,Charlie Taylor (Burnley),ENG,DF,Burnley,Premier League,29,1993,25.9,86,84,84,84,85,54,87,58,62,67,54,31,78,70,68,79,65,68,62,60,82,78
2553,2553,Marciano Tchami (Almería),GNB,"FW,MF",Almería,La Liga,19,2004,0.5,10,0,6,17,19,0,10,0,0,0,0,0,9,11,9,17,18,0,13,21,10,25
2554,2554,Loum Tchaouna (Salernitana),FRA,"FW,MF",Salernitana,Serie A,19,2003,23.3,69,37,51,71,89,90,69,90,78,15,92,80,71,75,72,94,92,95,96,88,76,92
2555,2555,Jackson Tchatchoua (Hellas Verona),CMR,DF,Hellas Verona,Serie A,21,2001,19.2,66,73,73,70,64,36,66,56,51,32,60,75,55,57,60,78,74,68,42,45,52,73
2556,2556,Enzo Tchato (Montpellier),CMR,DF,Montpellier,Ligue 1,20,2002,12.5,57,62,65,60,64,41,57,34,43,91,23,12,60,65,69,70,81,58,42,28,53,70
2557,2557,Aurélien Tchouaméni (Real Madrid),FRA,"MF,DF",Real Madrid,La Liga,23,2000,22.1,90,86,86,94,67,58,90,52,51,48,40,15,93,94,95,72,89,36,51,66,94,44
2558,2558,Mathys Tel (Bayern Munich),FRA,"FW,MF",Bayern Munich,Bundesliga,18,2005,11.7,49,29,37,47,82,91,49,93,95,71,91,48,56,71,64,85,71,96,84,92,55,88
2559,2559,Nathan Tella (Leverkusen),NGA,"DF,MF",Leverkusen,Bundesliga,24,1999,9.1,44,29,35,41,76,86,44,85,55,7,92,92,46,49,54,79,60,90,62,73,46,87
2560,2560,Nahuel Tenaglia (Alavés),ARG,DF,Alavés,La Liga,27,1996,12.7,50,79,71,51,46,47,50,54,55,54,33,10,41,47,55,58,49,36,34,45,41,52
2561,2561,Arnau Tenas (Paris S-G),ESP,GK,Paris S-G,Ligue 1,22,2001,5.9,29,91,65,5,0,0,29,0,0,0,0,0,34,30,34,0,0,0,0,0,28,0
2562,2562,Marc-André ter Stegen (Barcelona),GER,GK,Barcelona,La Liga,31,1992,28,71,98,96,15,0,0,71,0,0,0,0,0,77,72,86,0,0,0,13,0,67,0
2563,2563,Filippo Terracciano (Hellas Verona),ITA,DF,Hellas Verona,Serie A,20,2003,14.4,62,60,70,68,61,36,62,75,73,37,66,24,60,63,64,70,70,36,62,80,56,55
2564,2564,Filippo Terracciano (Milan),ITA,"DF,FW",Milan,Serie A,20,2003,0.8,13,15,17,21,18,0,13,0,0,0,0,0,14,16,13,0,24,0,13,21,15,15
2565,2565,Pietro Terracciano (Fiorentina),ITA,GK,Fiorentina,Serie A,33,1990,33,80,99,99,7,0,0,80,0,0,0,0,0,78,72,82,0,0,0,13,21,75,0
2566,2566,Ramón Terrats (Villarreal),ESP,"MF,DF",Villarreal,La Liga,22,2000,8.7,47,47,48,56,59,45,47,69,67,43,63,32,46,49,50,61,56,58,49,63,51,69
2567,2567,Martin Terrier (Rennes),FRA,"FW,MF",Rennes,Ligue 1,26,1997,17,54,46,41,55,81,93,54,82,78,35,82,55,63,65,59,72,76,81,81,78,60,86
2568,2568,Kenny Tete (Fulham),NED,DF,Fulham,Premier League,27,1995,9.6,52,63,64,54,59,43,52,63,62,45,66,61,46,43,44,62,60,49,44,35,48,61
2569,2569,Benjamin Tetteh (Metz),GHA,"FW,MF",Metz,Ligue 1,26,1997,3.1,21,10,16,29,30,34,21,44,43,43,50,78,23,25,19,27,32,36,56,28,22,42
2570,2570,Teddy Teuma (Reims),MLT,MF,Reims,Ligue 1,29,1993,23.5,91,41,70,93,94,71,91,87,91,74,78,30,96,95,90,73,87,64,88,76,92,86
2571,2571,Florian Thauvin (Udinese),FRA,FW,Udinese,Serie A,30,1993,19,58,21,39,61,86,92,58,96,94,30,97,71,62,76,77,94,94,96,94,94,62,83
2572,2572,Arthur Theate (Rennes),BEL,DF,Rennes,Ligue 1,23,2000,25.5,93,91,93,93,55,68,93,54,55,54,54,46,97,99,99,77,86,58,58,35,94,52
2573,2573,Norman Theuerkauf (Heidenheim),GER,"MF,DF",Heidenheim,Bundesliga,36,1987,14,55,66,69,61,51,52,55,37,37,54,40,61,49,56,54,54,54,49,47,45,51,46
2574,2574,Malick Thiaw (Milan),GER,DF,Milan,Serie A,21,2001,18,81,83,88,85,34,43,81,49,58,88,33,12,87,86,86,54,39,0,36,45,85,15
2575,2575,Jan Thielmann (Köln),GER,"FW,DF",Köln,Bundesliga,21,2002,17.5,58,59,60,59,75,73,58,71,82,83,54,15,55,65,64,85,84,85,86,86,54,74
2576,2576,Denis Thomalla (Heidenheim),GER,"MF,FW",Heidenheim,Bundesliga,30,1992,5,30,41,35,38,36,39,30,23,30,93,0,0,29,25,23,27,24,0,13,40,30,48
2577,2577,Luke Thomas (Sheffield Utd),ENG,DF,Sheffield Utd,Premier League,22,2001,10.2,41,59,57,45,46,43,41,46,47,54,45,39,36,32,34,40,42,36,47,45,38,50
2578,2578,Adrien Thomasson (Lens),FRA,MF,Lens,Ligue 1,29,1993,13.3,60,43,48,59,86,90,60,54,62,82,50,32,71,67,58,62,73,76,77,83,64,88
2579,2579,Morten Thorsby (Genoa),NOR,MF,Genoa,Serie A,27,1996,12.9,43,53,43,48,60,60,43,46,43,32,50,61,37,33,28,34,47,0,74,76,43,62
2580,2580,Kristian Thorstvedt (Sassuolo),NOR,MF,Sassuolo,Serie A,24,1999,26.6,78,71,66,84,85,90,78,81,76,31,83,61,75,74,73,74,86,68,93,95,81,82
2581,2581,Khéphren Thuram (Nice),FRA,MF,Nice,Ligue 1,22,2001,23.4,83,77,72,90,76,79,83,92,94,73,89,42,93,95,94,93,97,83,84,85,88,70
2582,2582,Marcus Thuram (Inter),FRA,FW,Inter,Serie A,25,1997,29.9,67,53,43,67,90,99,67,88,94,82,68,15,66,73,72,93,79,98,99,93,76,97
2583,2583,Cheikh Tidiane Sabaly (Metz),SEN,"FW,MF",Metz,Ligue 1,24,1999,15.3,48,50,50,52,68,80,48,93,93,45,94,73,56,68,63,80,82,88,82,80,47,76
2584,2584,Youri Tielemans (Aston Villa),BEL,"MF,FW",Aston Villa,Premier League,26,1997,18,72,65,64,79,78,67,72,73,76,64,66,30,72,65,64,66,78,76,60,83,77,65
2585,2585,Kieran Tierney (Real Sociedad),SCO,DF,Real Sociedad,La Liga,26,1997,13.8,70,65,72,77,68,41,70,58,55,35,60,56,65,56,60,65,70,49,51,35,66,62
2586,2586,Phillip Tietz (Augsburg),GER,FW,Augsburg,Bundesliga,26,1997,26.5,60,61,44,62,86,96,60,83,73,18,89,84,56,47,42,61,60,76,98,83,63,87
2587,2587,Steffen Tigges (Köln),GER,FW,Köln,Bundesliga,25,1998,8.1,34,40,28,42,49,74,34,42,43,54,45,61,32,29,26,42,36,49,63,58,36,67
2588,2588,Antonio Tikvić (Udinese),CRO,DF,Udinese,Serie A,19,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2589,2589,Jurriën Timber (Arsenal),NED,DF,Arsenal,Premier League,22,2001,0.8,18,0,16,27,23,16,18,16,21,93,0,0,20,18,19,0,29,0,0,21,19,30
2590,2590,Jean-Clair Todibo (Nice),FRA,DF,Nice,Ligue 1,23,1999,29.5,99,94,98,99,48,52,99,71,78,76,63,25,100,100,100,76,67,36,63,58,99,40
2591,2591,Harry Toffolo (Nott'ham Forest),ENG,DF,Nott'ham Forest,Premier League,27,1995,16.2,57,75,71,56,61,45,57,27,21,18,33,89,44,36,37,44,42,36,36,45,46,59
2592,2592,Umut Tohumcu (Hoffenheim),GER,MF,Hoffenheim,Bundesliga,18,2004,11.2,45,49,49,57,51,39,45,60,37,7,71,89,48,45,48,60,56,49,44,63,49,54
2593,2593,Corentin Tolisso (Lyon),FRA,MF,Lyon,Ligue 1,28,1994,19.3,84,71,74,88,83,77,84,44,47,71,45,50,93,93,87,74,90,49,73,83,89,74
2594,2594,Jeremy Toljan (Sassuolo),GER,DF,Sassuolo,Serie A,28,1994,23.1,75,74,77,74,77,71,75,54,51,39,57,61,67,64,63,79,74,73,66,58,70,80
2595,2595,Rafael Tolói (Atalanta),ITA,DF,Atalanta,Serie A,32,1990,10.7,51,63,68,57,44,27,51,42,43,54,45,61,49,42,46,40,56,0,31,40,50,38
2596,2596,Raúl de Tomás (Rayo Vallecano),ESP,FW,Rayo Vallecano,La Liga,28,1994,14.1,42,37,28,48,63,85,42,85,84,46,83,48,43,40,33,46,36,64,88,88,47,76
2597,2597,Tiago Tomás (Wolfsburg),POR,"FW,MF",Wolfsburg,Bundesliga,21,2002,11.5,42,33,37,44,66,83,42,90,85,29,91,71,44,45,40,63,56,92,90,85,46,86
2598,2598,Takehiro Tomiyasu (Arsenal),JPN,DF,Arsenal,Premier League,24,1998,12.8,60,61,62,65,72,71,60,51,43,18,57,82,60,55,57,58,58,58,51,35,61,60
2599,2599,James Tomkins (Crystal Palace),ENG,DF,Crystal Palace,Premier League,34,1989,0.1,10,15,16,15,12,0,10,0,0,0,0,0,7,5,6,0,0,0,0,0,9,0
2600,2600,Fikayo Tomori (Milan),ENG,DF,Milan,Serie A,25,1997,23.6,93,92,96,90,35,53,93,31,30,54,33,61,94,89,91,56,56,36,31,0,95,21
2601,2601,Sandro Tonali (Newcastle Utd),ITA,MF,Newcastle Utd,Premier League,23,2000,4.9,35,24,37,44,42,36,35,37,37,54,33,25,36,36,35,46,32,36,28,28,40,49
2602,2602,Ivan Toney (Brentford),ENG,FW,Brentford,Premier League,27,1996,16.1,50,47,40,54,75,88,51,67,64,42,66,48,51,47,49,66,64,87,95,76,56,83
2603,2603,Pablo Torre (Girona),ESP,"MF,FW",Girona,La Liga,20,2003,7.8,45,34,39,53,64,63,45,62,51,17,66,73,51,48,52,69,65,64,60,68,53,62
2604,2604,Raúl Torrente (Granada),ESP,DF,Granada,La Liga,21,2001,13.9,64,85,87,58,22,39,64,16,0,0,23,95,65,64,66,30,18,36,13,21,66,21
2605,2605,Ferrán Torres (Barcelona),ESP,FW,Barcelona,La Liga,23,2000,13.5,49,27,31,50,79,84,49,68,64,36,68,54,49,49,48,74,70,89,83,68,57,86
2606,2606,Óliver Torres (Sevilla),ESP,MF,Sevilla,La Liga,28,1994,18,70,37,58,77,81,66,70,68,67,47,71,61,69,62,63,82,60,68,74,86,73,86
2607,2607,Pau Torres (Aston Villa),ESP,DF,Aston Villa,Premier League,26,1997,27.4,94,94,95,91,56,60,94,72,80,79,63,24,97,99,100,83,89,0,42,68,96,45
2608,2608,Lucas Torró (Osasuna),ESP,MF,Osasuna,La Liga,29,1994,19.9,68,69,66,77,68,74,68,42,51,89,23,10,57,50,40,27,42,36,53,60,64,44
2609,2609,Fabio Torsiello (Darmstadt 98),ITA,"FW,DF",Darmstadt 98,Bundesliga,18,2005,1.7,13,10,10,20,24,24,13,27,21,18,33,89,13,14,14,23,0,0,39,35,14,35
2610,2610,Ahmed Touba (Lecce),ALG,DF,Lecce,Serie A,25,1998,3.1,26,59,48,29,16,16,26,0,0,0,0,0,24,23,25,0,24,0,13,0,23,15
2611,2611,Abdoulaye Touré (Le Havre),GUI,MF,Le Havre,Ligue 1,29,1994,25.4,85,77,79,93,64,53,85,84,92,87,71,20,92,91,85,65,86,49,84,89,86,53
2612,2612,Souleymane Touré (Lorient),FRA,DF,Lorient,Ligue 1,20,2003,22.8,86,92,90,86,56,77,86,54,67,91,40,14,92,92,93,68,70,64,60,66,87,53
2613,2613,Lucas Tousart (Union Berlin),FRA,MF,Union Berlin,Bundesliga,26,1997,17.5,58,71,66,65,60,80,58,64,64,51,68,73,49,48,47,54,56,68,82,68,50,58
2614,2614,Andros Townsend (Luton Town),ENG,"MF,FW",Luton Town,Premier League,32,1991,13.4,49,48,44,48,76,59,49,78,78,50,75,43,50,59,57,86,81,76,83,88,48,75
2615,2615,James Trafford (Burnley),ENG,GK,Burnley,Premier League,20,2002,28,89,99,100,30,0,0,89,23,30,93,0,0,90,84,81,0,0,0,13,0,84,0
2616,2616,Adama Traoré (Fulham),ESP,"FW,MF",Fulham,Premier League,27,1996,4.2,27,21,25,27,52,63,27,58,62,67,54,31,30,40,44,73,56,87,51,58,30,67
2617,2617,Bertrand Traoré (Aston Villa),BFA,"DF,FW",Aston Villa,Premier League,27,1995,0.1,4,0,10,5,0,0,4,16,0,0,23,95,4,8,0,0,0,0,13,21,4,0
2618,2618,Bertrand Traoré (Villarreal),BFA,MF,Villarreal,La Liga,27,1995,6.3,35,15,29,35,60,63,35,71,58,15,83,92,37,44,50,73,60,76,58,48,39,72
2619,2619,Boubacar Traoré (Wolves),MLI,MF,Wolves,Premier League,21,2001,9.1,47,43,52,61,46,24,47,56,64,83,45,19,44,43,41,42,58,36,51,76,48,44
2620,2620,Chaka Traorè (Milan),CIV,FW,Milan,Serie A,18,2004,0.2,8,0,9,11,16,16,8,0,0,0,0,0,8,9,11,23,18,36,0,21,8,21
2621,2621,Daouda Traoré (Nice),FRA,MF,Nice,Ligue 1,17,2006,0.2,6,0,0,11,16,16,6,16,0,0,23,95,7,6,8,17,0,0,0,0,7,0
2622,2622,Hamari Traoré (Real Sociedad),MLI,DF,Real Sociedad,La Liga,31,1992,25.5,91,79,82,93,84,54,91,71,78,76,63,25,86,81,82,87,81,64,69,58,85,79
2623,2623,Ismaël Traoré (Metz),CIV,DF,Metz,Ligue 1,36,1986,24.7,68,88,87,66,25,45,68,37,43,83,33,25,75,67,57,17,24,0,42,35,65,15
2624,2624,Omar Traoré (Heidenheim),GER,DF,Heidenheim,Bundesliga,25,1998,27.5,86,78,82,85,88,43,86,87,84,35,90,74,75,81,83,91,88,68,84,76,76,82
2625,2625,Kevin Trapp (Eint Frankfurt),GER,GK,Eint Frankfurt,Bundesliga,33,1990,32,77,99,98,15,0,0,77,0,0,0,0,0,77,68,78,0,0,0,0,0,70,0
2626,2626,Mark Travers (Bournemouth),IRL,GK,Bournemouth,Premier League,24,1999,4,23,84,53,0,0,0,23,0,0,0,0,0,22,23,23,0,0,0,0,0,18,0
2627,2627,Óscar Trejo (Rayo Vallecano),ARG,"FW,MF",Rayo Vallecano,La Liga,35,1988,15.3,69,41,41,76,87,83,69,95,94,30,96,71,66,62,56,72,74,83,89,99,77,78
2628,2628,Mike Trésor (Burnley),BEL,"FW,MF",Burnley,Premier League,24,1999,4.7,30,29,33,31,53,32,30,65,67,54,68,61,30,31,36,54,42,58,42,48,30,57
2629,2629,Manu Trigueros (Villarreal),ESP,MF,Villarreal,La Liga,31,1991,3.4,28,39,33,33,39,29,28,16,0,0,23,95,27,27,23,37,32,49,31,40,30,42
2630,2630,Christopher Trimmel (Union Berlin),AUT,DF,Union Berlin,Bundesliga,36,1987,18.3,72,75,72,69,84,45,72,46,51,77,40,22,58,52,57,66,68,0,47,45,61,73
2631,2631,Kieran Trippier (Newcastle Utd),ENG,DF,Newcastle Utd,Premier League,32,1990,24.8,98,81,92,93,97,75,98,65,78,88,54,19,92,81,79,78,86,68,65,58,95,89
2632,2632,Leandro Trossard (Arsenal),BEL,"FW,MF",Arsenal,Premier League,28,1994,18.3,64,41,48,58,92,96,64,87,89,67,78,30,69,75,73,93,90,95,90,95,69,93
2633,2633,Adrien Truffert (Rennes),FRA,DF,Rennes,Ligue 1,21,2001,23.8,88,76,79,83,94,81,88,90,88,39,91,61,91,92,89,88,96,79,82,86,84,96
2634,2634,Auston Trusty (Sheffield Utd),USA,DF,Sheffield Utd,Premier League,24,1998,28.6,78,93,91,69,50,67,78,51,51,54,50,44,64,53,48,44,42,49,60,40,65,44
2635,2635,Kostas Tsimikas (Liverpool),GRE,DF,Liverpool,Premier League,27,1996,7.5,48,43,50,50,69,53,48,56,43,12,66,89,47,48,51,68,68,58,42,40,46,76
2636,2636,Viktor Tsyhankov (Girona),UKR,"MF,FW",Girona,La Liga,25,1997,22.8,75,55,57,69,95,95,75,89,87,36,89,53,80,84,80,93,93,96,89,93,83,98
2637,2637,Stefano Turati (Frosinone),ITA,GK,Frosinone,Serie A,21,2001,30.5,74,99,97,11,0,0,74,0,0,0,0,0,77,76,81,0,0,0,0,0,68,0
2638,2638,Matt Turner (Nott'ham Forest),USA,GK,Nott'ham Forest,Premier League,29,1994,17,50,97,88,11,0,0,50,0,0,0,0,0,48,52,64,0,0,0,13,0,38,0
2639,2639,Beñat Turrientes (Real Sociedad),ESP,MF,Real Sociedad,La Liga,21,2002,18.7,62,63,60,74,65,43,62,85,85,53,75,25,64,65,65,70,73,49,73,70,67,57
2640,2640,Tuta (Eint Frankfurt),BRA,DF,Eint Frankfurt,Bundesliga,24,1999,28.9,97,91,95,96,68,72,97,73,67,28,75,60,96,92,89,65,62,36,71,73,97,65
2641,2641,Destiny Udogie (Tottenham),ITA,DF,Tottenham,Premier League,20,2002,26.6,91,81,83,89,92,89,91,90,88,36,90,52,89,93,94,96,97,92,90,88,87,91
2642,2642,Matthieu Udol (Metz),FRA,DF,Metz,Ligue 1,27,1996,30,89,86,88,86,80,76,89,83,84,54,82,52,88,89,86,85,88,49,74,63,80,80
2643,2643,Manuel Ugarte Ribeiro (Paris S-G),URU,MF,Paris S-G,Ligue 1,22,2001,21.5,88,80,75,94,78,45,88,83,85,66,77,35,95,91,80,56,85,64,72,86,90,52
2644,2644,Lesley Ugochukwu (Chelsea),FRA,MF,Chelsea,Premier League,19,2004,3.3,28,40,38,37,29,21,28,37,37,54,23,11,29,28,32,40,24,49,24,35,31,25
2645,2645,Lukas Ullrich (Gladbach),GER,"DF,FW",Gladbach,Bundesliga,19,2004,0.5,11,10,12,14,21,0,11,16,0,0,23,95,12,10,7,0,18,0,20,35,11,32
2646,2646,Sven Ulreich (Bayern Munich),GER,GK,Bayern Munich,Bundesliga,34,1988,11,40,95,79,10,0,0,40,0,0,0,0,0,43,37,37,0,0,0,0,0,40,0
2647,2647,Samuel Umtiti (Lille),FRA,DF,Lille,Ligue 1,29,1993,2.1,26,39,42,34,0,0,26,16,0,0,23,95,32,29,30,0,0,0,0,0,30,0
2648,2648,Enes Ünal (Bournemouth),TUR,"FW,MF",Bournemouth,Premier League,26,1997,3.6,24,33,18,28,43,68,24,49,30,8,60,93,24,20,19,30,24,36,56,60,26,55
2649,2649,Enes Ünal (Getafe),TUR,"FW,MF",Getafe,La Liga,26,1997,1.6,14,15,12,17,26,32,14,31,30,54,23,16,14,14,15,23,24,0,20,21,15,34
2650,2650,Deniz Undav (Stuttgart),GER,"FW,MF",Stuttgart,Bundesliga,27,1996,23.2,72,33,39,73,94,98,72,88,91,69,85,39,75,68,67,85,86,92,95,98,83,96
2651,2651,Dayot Upamecano (Bayern Munich),FRA,DF,Bayern Munich,Bundesliga,24,1998,19.6,94,87,90,98,50,53,94,46,51,77,45,39,96,97,98,72,74,0,42,40,97,38
2652,2652,Kacper Urbanski (Bologna),POL,"MF,FW",Bologna,Serie A,18,2004,10.3,45,40,40,51,65,63,45,77,84,79,71,33,46,53,49,69,64,68,67,70,47,77
2653,2653,Mark Uth (Köln),GER,"MF,FW",Köln,Bundesliga,31,1991,4.1,30,0,22,35,50,56,30,52,43,16,50,37,29,29,28,48,39,49,51,55,29,55
2654,2654,Myrto Uzuni (Granada),ALB,FW,Granada,La Liga,28,1995,27.2,45,40,38,48,72,93,45,71,73,52,73,59,46,44,42,63,56,83,89,93,44,81
2655,2655,Josha Vagnoman (Stuttgart),GER,DF,Stuttgart,Bundesliga,22,2000,13.1,56,49,59,60,70,78,57,56,64,83,45,19,52,46,48,61,60,76,67,60,58,74
2656,2656,Óscar Valentín (Rayo Vallecano),ESP,MF,Rayo Vallecano,La Liga,28,1994,29.9,88,79,79,95,60,54,88,52,55,68,45,23,78,77,77,68,74,36,81,60,82,40
2657,2657,Emanuele Valeri (Frosinone),ITA,DF,Frosinone,Serie A,24,1998,13.1,55,63,59,54,74,68,55,80,70,18,89,89,45,50,55,81,77,73,58,52,46,71
2658,2658,Martin Valjent (Mallorca),SVK,DF,Mallorca,La Liga,27,1995,26.1,81,87,90,77,51,50,81,27,21,18,33,89,73,74,75,65,54,36,53,28,75,54
2659,2659,Jesús Vallejo (Granada),ESP,DF,Granada,La Liga,26,1997,1.2,20,29,31,27,14,0,20,16,21,93,0,0,19,18,21,17,0,0,20,0,21,0
2660,2660,Álvaro Vallés (Las Palmas),ESP,GK,Las Palmas,La Liga,26,1997,36.3,95,100,100,31,0,0,95,16,21,93,0,0,96,88,94,0,0,0,20,0,94,0
